course_dt_id,course_id,sequence,place_name,day,contentid
2304290002,e_e000191,4,저녁노을,2023-04-29,1379761
2304280002,e_e000191,2,모항항수산물직판장,2023-04-28,2791419
2304300004,e_e000191,6,시골밥상,2023-04-30,135585
2304300004,e_e000191,6,시골밥상,2023-04-30,2685417
2304300004,e_e000191,6,시골밥상,2023-04-30,2782374
2305280006,e_e000293,6,일미리금계찜닭 명동,2023-05-28,2643043
2305280005,e_e000293,5,링크아트센터드림,2023-05-28,3025322
2305200002,e_e000294,5,봉산문화회관,2023-05-20,1756226
2305210001,e_e000294,6,두부마당 포곡점,2023-05-21,2739438
2306040001,e_e000295,5,하이바다,2023-06-04,2834093
2305240005,e_e000296,11,보슬보슬 역삼본점,2023-05-24,2871711
2305230002,e_e000296,3,직동 근린공원,2023-05-23,2736428
2305240001,e_e000296,7,런던베이글뮤지엄,2023-05-24,2809117
2305240003,e_e000296,9,컴포트커피,2023-05-24,2859460
2305230006,e_e000296,6,홈게스트하우스,2023-05-23,2576397
2305240006,e_e000296,12,홈게스트하우스,2023-05-24,2576397
2305240002,e_e000296,8,호남식당,2023-05-24,747811
2305270006,e_e000299,6,익선동 그집,2023-05-27,2375858
2305270005,e_e000299,5,서울시립미술관(서소문본관),2023-05-27,130071
2305280002,e_e000299,10,덕수궁,2023-05-28,126509
2305280003,e_e000299,11,정동전망대,2023-05-28,2015800
2305190003,e_e000301,3,콘래드 서울,2023-05-19,1853800
2305190003,e_e000302,3,롯데호텔 월드,2023-05-19,142766
2305210006,e_e000302,18,BHC치킨 화천,2023-05-21,2687996
2305200003,e_e000302,8,런던베이글뮤지엄,2023-05-20,2809117
2305200005,e_e000302,10,LW컨벤션,2023-05-20,2762798
2305210003,e_e000302,15,유즈풀 아뜰리에,2023-05-21,2894964
2305200001,e_e000302,6,페어링룸,2023-05-20,2845220
2305200002,e_e000302,7,도산공원,2023-05-20,126486
2305210004,e_e000302,16,서울숲,2023-05-21,128611
2306090003,e_e000305,2,선녀풍본점,2023-06-09,2769488
2306090002,e_e000305,3,국립무의도자연휴양림,2023-06-09,3078309
2306100003,e_e000305,4,국립무의도자연휴양림,2023-06-10,3078309
2306100002,e_e000305,5,거해짬뽕순두부,2023-06-10,2768090
2306100004,e_e000305,6,실미해수욕장,2023-06-10,129253
2306100005,e_e000305,7,메이드림,2023-06-10,3334028
2305210002,e_e000307,2,연천전곡리유적,2023-05-21,2927041
2305210003,e_e000307,3,황해냉면,2023-05-21,606198
2305210004,e_e000307,4,연천회관,2023-05-21,2782515
2305270006,e_e000311,6,구읍뱃터어시장,2023-05-27,2779532
2305270003,e_e000311,3,카페 긷,2023-05-27,2913408
2305270007,e_e000311,7,하늘공원,2023-05-27,2654607
2305290003,e_e000316,21,칠성식당 본점,2023-05-29,2794743
2305280004,e_e000316,13,문화역 서울 284,2023-05-28,250364
2305270009,e_e000316,9,레스테 호텔,2023-05-27,3469454
2305270004,e_e000316,6,리움미술관,2023-05-27,130525
2305270005,e_e000316,5,맥심플랜트,2023-05-27,2733960
2305280006,e_e000316,15,화성행궁,2023-05-28,129437
2305280009,e_e000316,18,마루,2023-05-28,2688223
2305270009,e_e000317,9,아트박스 홍대점,2023-05-27,3307608
2305270008,e_e000317,8,따봉하우스,2023-05-27,2685377
2305290002,e_e000317,24,타임스퀘어,2023-05-29,806322
2305290005,e_e000317,27,롯데백화점 영등포점,2023-05-29,2908321
2306010001,e_e000319,6,하계어린이공원,2023-06-01,3006943
2306010012,e_e000319,17,건지공원,2023-06-01,2768217
2306020003,e_e000319,21,네파뉴코아아울렛,2023-06-02,2928770
2306020001,e_e000319,19,부천 중앙공원,2023-06-02,126704
2305310003,e_e000319,3,둘리광장,2023-05-31,2741593
2306010004,e_e000319,9,롯데백화점 중동점,2023-06-01,2911500
2306010007,e_e000319,12,낙원타코 강남역점,2023-06-01,2903776
2306050006,e_e000322,6,유니클로 건대,2023-06-05,2904455
2306060004,e_e000322,11,동원족발,2023-06-06,2687946
2306060002,e_e000322,9,망해암,2023-06-06,304801
2306070003,e_e000322,18,상동시장,2023-06-07,2766914
2305270004,e_e000323,4,르빵드파리앤브런치하우스 행궁점,2023-05-27,2893147
2305270002,e_e000323,2,이나경송탄부대찌개,2023-05-27,2781832
2305270005,e_e000323,5,화성행궁,2023-05-27,129437
2305270007,e_e000323,7,제이모텔,2023-05-27,3049859
2305270008,e_e000323,8,진미통닭,2023-05-27,2563233
2305270008,e_e000323,8,진미통닭,2023-05-27,2873447
2305270009,e_e000323,9,연북정,2023-05-27,126463
2305270010,e_e000323,10,제이모텔,2023-05-27,3049859
2305280001,e_e000323,11,유치회관,2023-05-28,2753972
2305280002,e_e000323,12,효원공원,2023-05-28,128985
2305280003,e_e000323,13,효원공원 월화원,2023-05-28,750947
2305280005,e_e000329,15,수원프리미엄아울렛,2023-05-28,562857
2305280004,e_e000329,14,프로방스 마을,2023-05-28,129196
2305290001,e_e000331,8,롯데호텔 월드,2023-05-29,142766
2305280002,e_e000331,3,홈게스트하우스,2023-05-28,2576397
2305280006,e_e000331,7,홈게스트하우스,2023-05-28,2576397
2305290002,e_e000331,9,홈게스트하우스,2023-05-29,2576397
2305290004,e_e000331,11,홈게스트하우스,2023-05-29,2576397
2305280005,e_e000334,2,니지모리 스튜디오,2023-05-28,2774723
2305280003,e_e000334,3,오랑주리,2023-05-28,2877586
2306170003,e_e000335,3,올리브영 석촌역,2023-06-17,2924958
2306170006,e_e000335,6,스타필드 코엑스몰,2023-06-17,1984944
2305270003,e_e000336,3,스퀘어,2023-05-27,2848033
2305280002,e_e000336,6,더현대 서울,2023-05-28,2708109
2305270002,e_e000336,2,서울대공원 장미원 축제,2023-05-27,1810570
2305280001,e_e000336,5,국립어린이과학관,2023-05-28,2545920
2305290001,e_e000336,8,서울랜드,2023-05-29,126719
2305190005,e_e000338,5,리움미술관,2023-05-19,130525
2305190006,e_e000338,6,포포인츠 바이 쉐라톤 조선 서울역,2023-05-19,2022481
2305190008,e_e000338,8,국립중앙박물관,2023-05-19,129703
2305280001,e_e000340,6,포천 한탄강 하늘다리,2023-05-28,2545159
2305290001,e_e000340,13,백제교,2023-05-29,3448062
2305270004,e_e000340,4,고석정국민관광지,2023-05-27,125782
2305290003,e_e000340,15,향유갈비,2023-05-29,2855065
2305200006,e_e000342,14,송도 센트럴파크,2023-05-20,2465107
2305200002,e_e000342,10,소래포구,2023-05-20,2020690
2305200005,e_e000342,13,아리아리랑,2023-05-20,589734
2305190003,e_e000344,3,롯데호텔 월드,2023-05-19,142766
2305190002,e_e000344,2,롯데마트_월드타워점,2023-05-19,2905104
2305190004,e_e000344,4,롯데호텔 월드,2023-05-19,142766
2305190005,e_e000344,5,롯데호텔 월드,2023-05-19,142766
2305200001,e_e000344,6,올림픽공원,2023-05-20,126532
2305200004,e_e000345,10,런던베이글뮤지엄,2023-05-20,2809117
2305190002,e_e000345,7,AW호텔,2023-05-19,143169
2305190005,e_e000345,4,반포한강공원,2023-05-19,970138
2305200002,e_e000345,8,하니칼국수,2023-05-20,2719780
2305270003,e_e000346,3,하나개해수욕장,2023-05-27,129254
2305260005,e_e000347,5,금빛수로보트하우스,2023-05-26,3007490
2305270005,e_e000347,11,금빛수로보트하우스,2023-05-27,3007490
2305270006,e_e000347,12,롯데마트_김포한강점,2023-05-27,2905020
2305280003,e_e000347,16,롯데마트_김포한강점,2023-05-28,2905020
2305270002,e_e000347,8,현대프리미엄아울렛 김포점,2023-05-27,1990459
2305180004,e_e000350,4,네파뉴코아아울렛,2023-05-18,2928770
2305180003,e_e000350,3,무릉도원수목원,2023-05-18,2781609
2305210004,e_e000352,4,메인스트리트,2023-05-21,2788926
2305210006,e_e000352,5,막내회집,2023-05-21,2679021
2305220002,e_e000352,8,청송옥,2023-05-22,403068
2305230004,e_e000353,3,파주 임진각(평화누리공원),2023-05-23,127548
2305230007,e_e000353,6,수원프리미엄아울렛,2023-05-23,562857
2305230003,e_e000353,2,문지리535,2023-05-23,2836316
2305230005,e_e000353,4,헤이리 예술마을,2023-05-23,128168
2305210003,e_e000355,2,마시안갯벌체험장,2023-05-21,3074715
2305150005,e_e000357,5,수정식당,2023-05-15,2782903
2305150005,e_e000357,5,수정식당,2023-05-15,2832689
2305150007,e_e000357,7,롯데백화점 영등포점,2023-05-15,2908321
2305290003,e_e000360,3,퇴촌석갈비,2023-05-29,2792657
2305290002,e_e000360,2,율봄식물원,2023-05-29,523284
2305290004,e_e000360,4,어 로프 슬라이스 피스,2023-05-29,2834590
2305160003,e_e000362,6,착한쭈꾸미,2023-05-16,2875181
2305150002,e_e000362,4,글램비글램핑,2023-05-15,2734911
2305150003,e_e000362,2,오이도,2023-05-15,128109
2305150004,e_e000362,3,대부바다향기테마파크,2023-05-15,2656733
2305160002,e_e000364,2,관광역사공원,2023-05-16,2732162
2305170001,e_e000364,4,행리단길,2023-05-17,3033047
2305170003,e_e000364,6,화성행궁,2023-05-17,129437
2305180001,e_e000364,8,광교호수공원,2023-05-18,2662855
2305200002,e_e000366,5,라마다앙코르 바이윈덤 김포한강호텔,2023-05-20,2874683
2305200004,e_e000366,3,라마다앙코르 바이윈덤 김포한강호텔,2023-05-20,2874683
2305200005,e_e000366,4,현대프리미엄아울렛 김포점,2023-05-20,1990459
2305210001,e_e000366,6,현대프리미엄아울렛 김포점,2023-05-21,1990459
2306050002,e_e000369,2,옛찻집,2023-06-05,1063408
2306050003,e_e000369,3,경복궁,2023-06-05,126508
2306050003,e_e000369,3,경복궁,2023-06-05,2666461
2306050005,e_e000369,5,열린송현녹지광장,2023-06-05,3056152
2306050007,e_e000369,6,쌈지길,2023-06-05,128553
2306060004,e_e000369,11,석파정,2023-06-06,3449598
2305270002,e_e000371,7,헤이리 예술마을,2023-05-27,128168
2305270005,e_e000371,9,콩치노콩크리트,2023-05-27,2932046
2305270004,e_e000371,6,토향,2023-05-27,2841878
2305200002,e_e000373,2,오백년누룽지백숙 본점,2023-05-20,2846115
2305200003,e_e000373,3,프로방스 마을,2023-05-20,129196
2306030002,e_e000375,2,나루터,2023-06-03,135220
2306030002,e_e000375,2,나루터,2023-06-03,2905977
2306030003,e_e000375,3,실학박물관,2023-06-03,3012162
2306040003,e_e000375,12,숲엔커피,2023-06-04,3445298
2305290003,e_e000376,2,화성행궁,2023-05-29,129437
2305290005,e_e000376,4,미가,2023-05-29,2891983
2305290006,e_e000376,5,화성행궁,2023-05-29,129437
2305210003,e_e000377,2,안산문화예술의전당,2023-05-21,130556
2305210006,e_e000377,5,소담행,2023-05-21,2833594
2305280004,e_e000379,3,출판도시 활판인쇄박물관,2023-05-28,2498600
2305280002,e_e000379,2,삼고집 파주점,2023-05-28,2850196
2305280005,e_e000379,4,파주출판단지근린공원,2023-05-28,2738720
2305280006,e_e000379,5,롯데프리미엄아울렛 파주점,2023-05-28,1562538
2306040002,e_e000381,4,라온석갈비,2023-06-04,2900624
2306050003,e_e000384,7,카페뒤뜰,2023-06-05,2841380
2306060001,e_e000384,9,구름산추어탕,2023-06-06,2733409
2305210003,e_e000385,3,덕동해수욕장,2023-05-21,127100
2305210002,e_e000385,2,마니산산채,2023-05-21,2791212
2305210004,e_e000385,4,분오리돈대,2023-05-21,1619817
2305210005,e_e000385,5,카페이림,2023-05-21,2875956
2305220001,e_e000385,7,조양방직,2023-05-22,2590794
2305220002,e_e000385,8,두부향,2023-05-22,2847299
2306040002,e_e000387,4,일미담,2023-06-04,2785610
2305210002,e_e000395,6,월미바다열차,2023-05-21,2706344
2305200002,e_e000395,4,파크마린호텔,2023-05-20,2663186
2305200003,e_e000395,2,파크마린호텔,2023-05-20,2663186
2305210003,e_e000395,7,인천 차이나타운,2023-05-21,264512
2305210001,e_e000395,5,월미공원,2023-05-21,879086
2305200004,e_e000396,4,파라다이스시티 원더박스,2023-05-20,2785747
2305200005,e_e000396,5,파라다이스시티,2023-05-20,2932001
2305200008,e_e000396,8,파라다이스시티,2023-05-20,2932001
2305210001,e_e000396,9,바다앞테라스,2023-05-21,2780309
2305290001,e_e000397,3,용암리막국수,2023-05-29,2808076
2305290001,e_e000401,12,노다지,2023-05-29,712490
2305290001,e_e000401,12,노다지,2023-05-29,2663548
2305270003,e_e000401,3,칠성식당 본점,2023-05-27,2794743
2305270005,e_e000401,5,수원프리미엄아울렛,2023-05-27,562857
2305280002,e_e000401,8,블룸비스타,2023-05-28,2358790
2305280004,e_e000401,10,블룸비스타,2023-05-28,2358790
2305270007,e_e000401,6,더휴식 아늑호텔 월곶점,2023-05-27,3483480
2305280001,e_e000401,7,정인면옥평양냉면,2023-05-28,2830164
2305280003,e_e000401,9,들꽃,2023-05-28,821089
2305280003,e_e000401,9,들꽃,2023-05-28,2907435
2305290003,e_e000401,13,스타필드 하남,2023-05-29,2437611
2305270006,e_e000403,5,슬로우베드,2023-05-27,3307477
2305270002,e_e000403,7,쉐르빌 온천 호텔,2023-05-27,1808386
2305270004,e_e000403,3,이함캠퍼스,2023-05-27,2948028
2305280004,e_e000403,11,정통춘천닭갈비,2023-05-28,2760769
2305200006,e_e000406,5,구산오토캠핑장,2023-05-20,2753097
2305200002,e_e000406,2,망향비빔국수 본점,2023-05-20,2835922
2305200004,e_e000406,4,전곡선사박물관,2023-05-20,1284966
2305270002,e_e000407,2,서해랑 제부도 해상케이블카,2023-05-27,2945376
2305270005,e_e000407,6,서해랑 제부도 해상케이블카,2023-05-27,2945376
2305270006,e_e000407,5,물레방아,2023-05-27,613338
2305270006,e_e000407,5,물레방아,2023-05-27,2740956
2305230002,e_e000409,2,평택시농업생태원,2023-05-23,2633945
2305230003,e_e000409,3,송담칼국수,2023-05-23,2741569
2306030010,e_e000412,10,수원화성박물관,2023-06-03,1921150
2306030014,e_e000412,14,수원화성박물관,2023-06-03,1921150
2306030011,e_e000412,11,호텔국도,2023-06-03,232290
2306030015,e_e000412,15,호텔국도,2023-06-03,232290
2306030009,e_e000412,9,행궁동 벽화마을,2023-06-03,2745995
2306040003,e_e000418,5,전곡선사박물관,2023-06-04,1284966
2306040004,e_e000418,6,카페그랑블루,2023-06-04,2877337
2306040007,e_e000422,7,교보문고 동대문점,2023-06-04,2927049
2306050002,e_e000422,10,춘천명동거리,2023-06-05,264434
2306050005,e_e000422,13,포포인츠 바이 쉐라톤 서울 구로,2023-06-05,2639707
2306040004,e_e000422,5,포포인츠 바이 쉐라톤 조선 서울 명동,2023-06-04,2819007
2306040008,e_e000422,8,포포인츠 바이 쉐라톤 조선 서울 명동,2023-06-04,2819007
2306040003,e_e000422,3,남대문시장,2023-06-04,132180
2306040005,e_e000422,4,국립고궁박물관,2023-06-04,129811
2306040006,e_e000422,6,대한민국역사박물관,2023-06-04,1849416
2306050004,e_e000422,12,국립중앙박물관,2023-06-05,129703
2305200004,e_e000425,3,조개마을,2023-05-20,2685672
2305200003,e_e000425,2,전도갯벌체험장,2023-05-20,2929912
2306030002,e_e000429,2,아라김포여객터미널,2023-06-03,2781566
2306030003,e_e000429,3,현대프리미엄아울렛 김포점,2023-06-03,1990459
2305250001,e_e000430,16,류센소 본점,2023-05-25,2891814
2305220003,e_e000430,3,포레스트아웃팅스,2023-05-22,2808016
2305220002,e_e000430,2,동탄센트럴파크,2023-05-22,2902731
2305230001,e_e000430,6,마이랜드,2023-05-23,2783003
2305230002,e_e000430,7,풍미,2023-05-23,724081
2305240002,e_e000430,11,청라호수공원,2023-05-24,2465152
2305240005,e_e000430,14,청라호수공원,2023-05-24,2465152
2305240006,e_e000430,15,호텔아띠,2023-05-24,1835960
2305220003,e_e000432,10,수원화성박물관,2023-05-22,1921150
2305220001,e_e000432,8,효원공원 월화원,2023-05-22,750947
2305220002,e_e000432,9,행리단길,2023-05-22,3033047
2305150004,e_e000433,4,강화캠핑파크,2023-05-15,2734015
2305270002,e_e000435,2,국립과천과학관,2023-05-27,660722
2306040005,e_e000437,4,카페 림,2023-06-04,2875707
2306040005,e_e000437,4,카페 림,2023-06-04,3006241
2306040004,e_e000437,3,선녀바위,2023-06-04,129605
2306040006,e_e000437,5,을왕리해수욕장,2023-06-04,128767
2305270010,e_e000438,10,오근내닭갈비,2023-05-27,2745550
2305270006,e_e000438,6,아이러브신당동떡볶이,2023-05-27,697349
2305270004,e_e000438,4,전쟁기념관,2023-05-27,130431
2305270008,e_e000438,8,안녕인사동,2023-05-27,2666751
2305280001,e_e000438,12,서대문형무소역사관,2023-05-28,130152
2305280002,e_e000438,13,서울숲,2023-05-28,128611
2305280005,e_e000438,16,광화문광장,2023-05-28,775394
2305290002,e_e000438,19,청계천,2023-05-29,129507
2305290004,e_e000438,21,마로니에공원,2023-05-29,126487
2306030005,e_e000443,5,장봉도,2023-06-03,128005
2306030010,e_e000443,10,나루터식당,2023-06-03,133393
2305200001,e_e000445,5,연지동순두부,2023-05-20,2642820
2305200002,e_e000445,6,올리브영 현대프리미엄아울렛스페이스원점,2023-05-20,3305822
2305200005,e_e000447,4,오핀 베이커리,2023-05-20,2832237
2305200004,e_e000447,3,송추계곡,2023-05-20,2703426
2305270008,e_e000448,8,강화솥밥집,2023-05-27,2851722
2305270005,e_e000448,5,길목가든,2023-05-27,135943
2305270002,e_e000448,2,김포함상공원,2023-05-27,2396844
2305270006,e_e000448,6,옥토끼우주센터,2023-05-27,1039170
2305280004,e_e000448,13,인천도시역사관,2023-05-28,1851364
2305200003,e_e000450,3,롯데마트_월드타워점,2023-05-20,2905104
2305290004,e_e000451,7,이코노미호텔 인천부평점,2023-05-29,2019324
2305290002,e_e000451,5,대불호텔전시관,2023-05-29,2994530
2305290001,e_e000451,4,짜장면박물관,2023-05-29,1931699
2306050001,e_e000453,25,롯데호텔 월드,2023-06-05,142766
2306060006,e_e000453,33,명성회관,2023-06-06,133186
2306040013,e_e000453,22,교보문고 동대문점,2023-06-04,2927049
2306050002,e_e000453,26,농민백암순대 본점,2023-06-05,2752169
2306040003,e_e000453,13,남산공원(서울),2023-06-04,126485
2306030009,e_e000453,9,만족오향족발 시청,2023-06-03,2642979
2306030005,e_e000453,5,소테츠 호텔즈 더 스프라지르 서울 명동,2023-06-03,2992010
2306030011,e_e000453,10,소테츠 호텔즈 더 스프라지르 서울 명동,2023-06-03,2992010
2306040001,e_e000453,24,소테츠 호텔즈 더 스프라지르 서울 명동,2023-06-04,2992010
2306050003,e_e000453,27,소테츠 호텔즈 더 스프라지르 서울 명동,2023-06-05,2992010
2306060005,e_e000453,32,덕수궁 돌담길,2023-06-06,129186
2306030004,e_e000453,4,혜성칼국수,2023-06-03,2689414
2306030006,e_e000453,6,서울광장,2023-06-03,128968
2306030008,e_e000453,8,청계천,2023-06-03,129507
2306040005,e_e000453,14,경복궁,2023-06-04,126508
2306040005,e_e000453,14,경복궁,2023-06-04,2666461
2306040008,e_e000453,17,경복궁,2023-06-04,126508
2306040008,e_e000453,17,경복궁,2023-06-04,2666461
2306040009,e_e000453,18,광화문광장,2023-06-04,775394
2306060001,e_e000453,28,덕수궁,2023-06-06,126509
2306060003,e_e000453,30,한국은행 화폐박물관,2023-06-06,2762802
2305200003,e_e000454,3,판문점,2023-05-20,125579
2305160001,e_e000460,8,그랜드 인터컨티넨탈 서울 파르나스,2023-05-16,142769
2305150002,e_e000460,7,그랜드 인터컨티넨탈 서울 파르나스,2023-05-15,142769
2305150006,e_e000460,5,그랜드 인터컨티넨탈 서울 파르나스,2023-05-15,142769
2305150007,e_e000460,6,스타필드 코엑스몰,2023-05-15,1984944
2305160003,e_e000460,10,반포한강공원,2023-05-16,970138
2305160004,e_e000460,11,교보문고 강남점,2023-05-16,2926545
2306050001,e_e000463,6,가평 잣고을 전통시장,2023-06-05,132785
2306040005,e_e000463,5,가평 사과나무 캠핑장,2023-06-04,2752045
2305280003,e_e000466,3,농부의 뜰,2023-05-28,2751514
2305280002,e_e000466,2,한국초콜릿연구소뮤지엄,2023-05-28,2549836
2305200005,e_e000469,4,백궁펜션,2023-05-20,946221
2305210005,e_e000473,13,롯데마트_월드타워점,2023-05-21,2905104
2305200006,e_e000473,6,성수동 카페거리,2023-05-20,2930901
2305210004,e_e000473,11,성수동 카페거리,2023-05-21,2930901
2305200007,e_e000473,7,뚝섬한강공원,2023-05-20,1030763
2305210001,e_e000473,9,성수베이킹스튜디오,2023-05-21,2894319
2305210002,e_e000473,10,서울숲,2023-05-21,128611
2305260003,e_e000474,2,참새초밥 부평점,2023-05-26,2873830
2305270002,e_e000474,5,동아호텔,2023-05-27,3044531
2305270001,e_e000474,4,현대프리미엄아울렛 김포점,2023-05-27,1990459
2305280002,e_e000474,6,상화만두,2023-05-28,2854655
2305280003,e_e000477,6,에고이스트,2023-05-28,2930260
2305280003,e_e000477,6,에고이스트,2023-05-28,3306930
2305280003,e_e000477,6,에고이스트,2023-05-28,3307607
2305270002,e_e000477,2,홈플러스익스프레스 광화문,2023-05-27,2930749
2305290002,e_e000477,9,세미원,2023-05-29,407051
2305260003,e_e000479,2,라플러쉬,2023-05-26,2901755
2305190004,e_e000480,3,소래산,2023-05-19,129269
2305280003,e_e000481,2,cu한국외국어대학교점,2023-05-28,3306448
2305280005,e_e000481,4,코스 롯데월드몰점,2023-05-28,2924595
2305190006,e_e000482,6,교보문고 동대문점,2023-05-19,2927049
2305190003,e_e000482,3,빅토리아 베이커리 가든,2023-05-19,3438936
2305200002,e_e000482,9,더현대 서울,2023-05-20,2708109
2305200004,e_e000482,11,더현대 서울,2023-05-20,2708109
2305210003,e_e000482,15,여의도공원,2023-05-21,127955
2305270003,e_e000483,3,프리미엄키즈풀빌라,2023-05-27,2814157
2305280001,e_e000483,4,프리미엄키즈풀빌라,2023-05-28,2814157
2305270002,e_e000483,2,가평양떼목장카페,2023-05-27,2724858
2305150002,e_e000486,2,매헌 윤봉길의사 기념관,2023-05-15,753972
2306020004,e_e000490,4,채그로,2023-06-02,2741499
2306020002,e_e000490,2,롯데아울렛 서울역점,2023-06-02,2916113
2306030002,e_e000490,10,런던베이글뮤지엄,2023-06-03,2809117
2306030005,e_e000490,12,오레노라멘 본점,2023-06-03,2848972
2306020003,e_e000490,3,문화역 서울 284,2023-06-02,250364
2306030006,e_e000490,13,국립현대미술관 서울,2023-06-03,1934593
2306020005,e_e000490,5,진주회관,2023-06-02,578330
2306020006,e_e000490,6,덕수궁,2023-06-02,126509
2306020007,e_e000490,7,서울시립미술관(서소문본관),2023-06-02,130071
2306030007,e_e000490,14,여의도한강공원,2023-06-03,1059479
2305270004,e_e000491,4,산정호수가든,2023-05-27,1595035
2305270002,e_e000491,2,이마트 의정부,2023-05-27,2930618
2305270003,e_e000491,3,땡큐,2023-05-27,2819994
2305280001,e_e000491,7,남원추어탕,2023-05-28,2685231
2305290004,e_e000492,4,상무초밥 상무본점,2023-05-29,2758784
2305290002,e_e000492,2,스카이로드,2023-05-29,1964622
2305160003,e_e000496,3,망향비빔국수 본점,2023-05-16,2835922
2305160004,e_e000496,5,송도 센트럴파크,2023-05-16,2465107
2305160006,e_e000496,6,경원재 앰배서더 인천,2023-05-16,2475088
2305160005,e_e000496,4,트리플스트리트,2023-05-16,2689322
2305170001,e_e000496,7,금문도,2023-05-17,2807860
2305170002,e_e000496,8,조양방직,2023-05-17,2590794
2306030004,e_e000500,3,농협하나로마트 부전,2023-06-03,2931511
2306040002,e_e000500,7,전곡시장,2023-06-04,2756105
2306040001,e_e000500,5,경기북부어린이박물관,2023-06-04,2493039
