user_id,gender,age
e002160,0,30
e002161,0,30
e002163,1,60
e002168,0,30
e002169,0,30
e002171,0,30
e002176,1,40
e002178,0,30
e002182,1,30
e002183,1,30
e002184,0,30
e002186,1,40
e002187,1,20
e002189,1,60
e002195,1,20
e002197,1,20
e002198,1,20
e002202,0,30
e002204,1,30
e002206,1,30
e002209,1,30
e002212,1,20
e002213,1,20
e002214,1,20
e002215,0,40
e002220,1,30
e002222,0,40
e002223,1,20
e002231,0,20
e002233,0,20
e002234,1,40
e002235,0,30
e002236,0,20
e002243,1,30
e002246,0,30
e002248,1,30
e002250,1,20
e002251,0,20
e002253,1,40
e002254,1,30
e002255,1,40
e002259,0,60
e002260,1,20
e002261,1,20
e002263,1,60
e002264,1,30
e002266,1,30
e002272,1,30
e002274,1,40
e002279,1,30
e002280,0,40
e002283,0,20
e002284,0,20
e002288,1,20
e002289,1,20
e002291,1,20
e002294,1,50
e002295,0,20
e002299,1,50
e002304,1,40
e002306,1,40
e002308,1,20
e002310,1,60
e002313,1,30
e002314,0,30
e002316,1,30
e002318,0,30
e002323,1,20
e002330,0,30
e002332,1,30
e002336,1,30
e002340,1,20
e002342,1,50
e002351,0,20
e002364,0,40
e002368,1,30
e002369,1,20
e002375,0,30
e002376,0,20
e002389,1,60
e002391,1,30
e002392,1,20
e002394,1,40
e002396,0,40
e002399,0,60
e002401,1,60
e002402,0,30
e002405,0,50
e002409,1,50
e002410,0,60
e002411,0,30
e002412,1,30
e002414,0,20
e002415,0,20
e002421,0,30
e002422,1,20
e002423,0,20
e002424,0,30
e002425,1,30
e002430,0,20
e002433,0,30
e002435,0,50
e002437,0,30
e002438,1,30
e002439,1,50
e002442,1,20
e002444,1,30
e002447,1,30
e002448,1,30
e002451,1,50
e002456,1,20
e002458,0,40
e002462,0,30
e002465,0,30
e002466,1,30
e002467,1,30
e002468,1,20
e002470,1,20
e002471,1,30
e002473,0,30
e002474,1,20
e002476,0,40
e002477,1,40
e002479,1,30
e002481,0,30
e002483,1,30
e002486,1,40
e002487,1,30
e002491,0,20
e002495,0,40
e002496,1,50
e002499,0,30
e002506,0,30
e002507,1,40
e002508,1,20
e002509,1,30
e002511,1,30
e002513,1,40
e002514,0,20
e002527,1,30
e002536,1,20
e002541,0,30
e002543,0,40
e002545,1,30
e002548,1,30
e002550,1,20
e002551,1,20
e002555,1,20
e002556,0,30
e002557,0,60
e002558,1,40
e002562,1,30
e002565,1,30
e002566,0,20
e002569,1,20
e002570,0,50
e002572,1,40
e002574,1,20
e002576,1,60
e002577,0,30
e002579,0,30
e002582,1,60
e002583,0,30
e002584,0,30
e002588,1,30
e002589,1,60
e002590,0,30
e002593,1,50
e002597,1,30
e002599,0,30
e002600,0,20
e002605,1,30
e002606,1,30
e002607,1,20
e002610,0,30
e002612,1,20
e002614,0,30
e002618,1,30
e002622,0,30
e002624,1,20
e002625,1,30
e002627,0,40
e002633,0,30
e002634,1,30
e002635,1,30
e002638,0,20
e002639,1,30
e002641,0,20
e002642,0,20
e002649,1,40
e002650,0,60
e002657,1,30
e002661,1,30
e002662,0,20
e002667,1,40
e002673,1,40
e002675,1,40
e002677,0,30
e002680,1,20
e002681,0,20
e002682,0,20
e002683,1,30
e002684,1,60
e002686,0,30
e002687,1,40
e002688,0,50
e002693,0,20
e002695,1,50
e002696,1,40
e002697,1,40
e002699,0,30
e002703,0,50
e002705,0,30
e002719,0,30
e002721,0,50
e002723,0,30
e002728,1,30
e002731,1,30
e002734,1,20
e002736,1,50
e002737,0,50
e002739,1,20
e002740,1,30
e002742,1,30
e002745,1,30
e002746,1,20
e002747,1,30
e002752,0,30
e002753,1,20
e002754,0,20
e002755,0,50
e002756,0,20
e002759,1,50
e002760,0,30
e002761,1,40
e002763,0,20
e002764,0,30
e002767,1,20
e002770,1,30
e002772,1,50
e002773,1,60
e002775,1,40
e002782,1,30
e002784,1,20
e002786,1,30
e002791,1,20
e002793,0,40
e002795,1,20
e002796,0,50
e002797,0,20
e002800,1,60
e002806,1,30
e002807,1,50
e002812,0,30
e002914,0,50
e002915,1,20
e002916,1,30
e002919,1,30
e002922,0,30
e002923,1,40
e002925,0,60
e002926,0,40
e002928,1,30
e002929,1,40
e002930,0,20
e002931,0,50
e002932,1,60
e002935,1,30
e002937,1,20
e002938,1,20
e002939,1,30
e002940,1,30
e002941,1,30
e002946,0,50
e002947,1,30
e002948,1,20
e002949,1,40
e002954,1,50
e002955,0,30
e002957,0,40
e002958,1,30
e002961,1,30
e002965,0,30
e002966,1,40
e002971,0,30
e002972,1,30
e002973,1,60
e002976,1,30
e002980,0,20
e002981,1,60
e002983,0,30
e002984,1,20
e002985,0,40
e002986,0,20
e002987,1,30
e002988,1,30
e002990,1,20
e002991,1,40
e002994,0,40
e002995,1,20
e003000,1,20
e003001,1,30
e003002,0,30
e003003,0,60
e003004,0,30
e003005,0,60
e003006,0,30
e003012,1,40
e003017,0,30
e003019,0,30
e003020,0,20
e003022,1,30
e003023,0,40
e003025,0,60
e003026,0,40
e003028,0,40
e003033,0,30
e003034,0,20
e003039,1,30
e003040,0,40
e003045,1,30
e003046,1,30
e003047,0,60
e003048,1,50
e003051,0,60
e003053,0,20
e003056,1,20
e003062,0,30
e003065,1,50
e003066,1,40
e003068,0,40
e003071,0,20
e003073,1,20
e003075,1,20
e003079,1,30
e003080,0,30
e003083,1,40
e003086,1,20
e003091,1,50
e003093,0,40
e003095,0,30
e003097,0,20
e003102,0,30
e003103,1,30
e003107,0,50
e003109,0,40
e003115,1,30
e003116,1,20
e003120,1,30
e003126,1,20
e003133,0,40
e003136,1,40
e003137,1,20
e003138,0,40
e003143,1,20
e003150,1,30
e003156,1,40
e003158,1,20
e003159,0,40
e003162,1,30
e003166,1,20
e003168,1,40
e003169,0,50
e003172,1,30
e003175,1,30
e003180,0,30
e003183,1,40
e003184,1,20
e003190,0,20
e003192,1,30
e003194,1,40
e003195,1,20
e003196,1,20
e003198,0,20
e003199,1,30
e003202,0,20
e003204,0,20
e003205,1,20
e003206,1,30
e003210,1,20
e003212,1,30
e003215,0,30
e003216,1,20
e003217,0,20
e003222,1,20
e003223,1,30
e003224,0,20
e003226,1,60
e003227,0,30
e003230,1,30
e003231,1,30
e003234,1,30
e003235,1,30
e003237,1,30
e003241,0,30
e003244,1,50
e003245,0,20
e003251,0,20
e003254,1,40
e003256,0,50
e003258,0,30
e003259,1,20
e003262,1,20
e003263,1,60
e003267,0,40
e003269,1,40
e003271,1,40
e003272,0,30
e003275,0,60
e003276,1,60
e003278,1,40
e003279,0,20
e003280,1,20
e003282,1,20
e003283,0,20
e003284,1,30
e003285,1,20
e003288,1,20
e003289,0,20
e003291,1,20
e003293,0,40
e003294,0,20
e003296,1,30
e003297,0,20
e003298,1,30
e003300,1,20
e003303,1,20
e003307,0,50
e003308,1,30
e003310,0,30
e003311,0,30
e003313,0,40
e003314,0,30
e003323,0,20
e003324,1,40
e003326,1,30
e003328,1,30
e003329,0,60
e003330,1,30
e003331,1,60
e003332,0,30
e003334,0,30
e003335,1,20
e003336,1,20
e003337,1,30
e003341,1,20
e003342,1,20
e003348,0,30
e003349,1,20
e003356,0,30
e003357,0,20
e003360,0,20
e003364,1,20
e003369,0,40
e003371,0,30
e003378,1,60
e003380,0,20
e003381,1,30
e003383,1,20
e003385,1,20
e003386,1,20
e003388,0,20
e003394,1,30
e003395,1,20
e003397,0,40
e003399,1,50
e003400,1,20
e003402,1,20
e003403,1,50
e003407,0,30
e003408,0,20
e003409,1,30
e003411,1,30
e003412,0,60
e003413,1,30
e003415,0,40
e003416,1,20
e003417,0,20
e003419,1,20
e003431,1,20
e003433,0,30
e003434,1,40
e003435,1,30
e003438,1,20
e003439,1,20
e003440,1,60
e003442,1,40
e003448,1,20
e003449,1,60
e003450,1,50
e003457,0,30
e003459,1,20
e003460,1,30
e003461,1,20
e003463,0,30
e003465,1,20
e003467,1,60
e003468,0,20
e003469,1,20
e003470,1,20
e003471,0,20
e003472,1,20
e003475,0,30
e003477,1,30
e003482,0,20
e003483,1,20
e003485,1,30
e003486,1,30
e003488,1,30
e003489,1,40
e003494,1,40
e003495,1,60
e003496,1,40
e003497,1,40
e003499,0,40
e003502,1,30
e003506,0,30
e003507,1,50
e003514,1,20
e003515,0,30
e003518,0,20
e003520,0,30
e003521,0,20
e003522,0,40
e003527,1,20
e003530,1,30
e003535,0,20
e003540,1,40
e003547,1,20
e003549,1,50
e003555,1,20
e003561,1,20
e003564,1,30
e003569,1,50
e003570,1,20
e003572,0,20
e003574,1,30
e003576,1,20
e003580,1,40
e003582,1,50
e003589,1,40
e003591,1,20
e003593,1,20
e003595,1,30
e003596,0,40
e003597,1,50
e003600,0,50
e003602,1,30
e003603,0,20
e003606,1,20
e003607,1,20
e003609,0,20
e003611,1,20
e003614,0,30
e003615,1,30
e003617,1,30
e003618,1,30
e003620,1,40
e003624,1,40
e003627,0,40
e003628,1,20
e003630,0,20
e003632,0,20
e003638,1,20
e003640,1,20
e003643,1,20
e003646,1,20
e003648,0,30
e003654,1,40
e003657,1,20
e003663,1,60
e003664,0,20
e003669,1,20
e003673,0,20
e003675,0,30
e003677,0,60
e003678,1,60
e003679,0,30
e003682,1,20
e003684,1,20
e003685,1,50
e003686,1,40
e003693,1,20
e003698,1,40
e003699,1,20
e003700,0,20
e003701,0,20
e003702,0,30
e003704,1,60
e003707,0,20
e003716,1,20
e003717,1,30
e003720,1,20
e003721,1,30
e003722,1,20
e003724,1,20
e003725,1,20
e003726,0,40
e003727,1,30
e003728,1,30
e003729,1,20
e003737,0,20
e003739,0,30
e003741,1,20
e003742,1,30
e003744,1,20
e003748,0,20
e003749,0,40
e003753,1,30
e003758,1,20
e003759,1,20
e003761,0,20
e003765,0,20
e003767,0,30
e003770,0,30
e003773,0,30
e003775,1,30
e003777,1,30
e003779,1,20
e003781,0,20
e003783,1,30
e003785,1,20
e003791,1,20
e003792,0,50
e003795,1,20
e003797,1,20
e003799,0,30
e003800,1,20
e003803,0,60
e003805,1,30
e003807,0,30
e003808,0,30
e003809,1,30
e003810,1,30
e003812,1,30
e003817,1,60
e003819,1,20
e003821,1,30
e003826,0,40
e003830,0,30
e003833,1,30
e003834,0,30
e003835,0,30
e003840,1,20
e003841,0,40
e003842,0,60
e003843,1,40
e003844,1,60
e003845,0,20
e003846,0,50
e003848,1,20
e003850,0,30
e003851,1,50
e003853,1,20
e003855,1,20
e003856,1,30
e003857,0,30
e003858,1,20
e003866,1,40
e003867,1,20
e003868,0,40
e003870,0,60
e003879,1,20
e003882,1,20
e003885,1,20
e003886,1,40
e003887,0,30
e003890,1,20
e003891,1,30
e003892,0,20
e003894,1,20
e003896,1,40
e003898,1,30
e003900,1,20
e003905,0,30
e003906,1,20
e003909,0,30
e003915,0,20
e003928,1,20
e003929,1,40
e003933,0,30
e003935,0,30
e003937,1,40
e003945,1,20
e003949,1,40
e003954,1,30
e003958,0,20
e003962,0,30
e003963,1,60
e003964,1,20
e003965,0,20
e003967,0,20
e003968,1,20
e003971,0,60
e003975,0,60
e003976,1,40
e003978,0,50
e003980,1,20
e003985,1,40
e003992,1,30
e003996,0,30
e003997,1,30
e003998,1,40
e003999,0,30
e004005,1,20
e004010,0,30
e004013,0,20
e004017,1,20
e004020,1,30
e004025,1,50
e004027,0,50
e004033,1,20
e004034,1,30
e004037,1,20
e004042,0,30
e004044,0,20
e004048,0,60
e004050,1,30
e004051,0,60
e004053,1,30
e004057,1,40
e004058,1,30
e004062,0,20
e004065,0,40
e004066,1,20
e004071,1,20
e004072,0,20
e004073,0,20
e004074,1,20
e004076,1,60
e004084,1,20
e004087,1,60
e004090,0,20
e004100,0,30
e004101,0,40
e004105,0,20
e004107,0,40
e004114,0,60
e004116,1,30
e004122,1,30
e004130,1,40
e004132,1,60
e004135,0,30
e004141,0,20
e004142,0,30
e004146,1,20
e004148,0,20
e004149,1,20
e004151,1,20
e004152,1,50
e004154,1,20
e004162,0,20
e004165,1,20
e004166,0,20
e004168,1,20
e004172,1,30
e004173,0,20
e004174,0,20
e004184,1,20
e004186,1,40
e004187,1,30
e004190,1,40
e004194,0,20
e004195,1,50
e004200,1,30
e004205,1,20
e004207,1,40
e004214,0,50
e004219,1,30
e004220,0,20
e004222,1,30
e004225,0,40
e004228,0,30
e004230,1,30
e004234,0,40
e004237,0,40
e004238,1,30
e004239,0,50
e004240,1,20
e004241,1,50
e004243,0,30
e004244,0,30
e004245,0,30
e004247,1,20
e004251,1,20
e004254,0,20
e004256,1,60
e004260,1,20
e004268,0,30
e004281,1,20
e004288,1,50
e004291,0,20
e004294,0,30
e004295,1,20
e004300,0,20
e004304,0,20
e004309,1,60
e004310,0,40
e004313,1,20
e004315,0,20
e004317,0,30
e004321,0,20
e004324,0,30
e004326,0,20
e004331,0,40
e004333,0,60
e004334,0,40
e004335,1,30
e004336,0,30
e004338,1,30
e004340,1,20
e004341,0,20
e004342,0,20
e004344,1,30
e004349,1,20
e004354,1,30
e004357,0,30
e004360,0,30
e004369,1,20
e004371,0,40
e004372,0,20
e004373,1,20
e004380,1,30
e004381,1,20
e004384,1,40
e004390,0,50
e004391,0,40
e004392,0,20
e004393,1,20
e004395,1,30
e004396,0,40
e004398,0,20
e004402,1,40
e004409,0,20
e004415,0,20
e004416,0,20
e004417,1,20
e004421,0,30
e004422,1,60
e004423,0,60
e004429,0,40
e004432,1,40
e004434,1,20
e004439,1,20
e004443,1,20
e004446,1,40
e004447,1,60
e004448,0,20
e004449,1,60
e004451,1,40
e004455,0,20
e004457,1,20
e004459,1,20
e004463,1,20
e004464,1,30
e004466,1,20
e004468,1,30
e004472,1,30
e004473,1,20
e004479,1,20
e004482,1,40
e004485,1,60
e004486,0,40
e004488,0,20
e004489,1,20
e004499,1,40
e004502,1,30
e004503,1,60
e004504,0,30
e004505,1,30
e004506,1,20
e004510,1,30
e004511,1,20
e004515,0,20
e004520,1,40
e004525,0,40
e004533,1,20
e004547,0,30
e004548,0,30
e004549,1,40
e004551,1,30
e004552,1,20
e004557,0,20
e004561,1,30
e004563,0,20
e004565,0,40
e004567,0,60
e004573,0,20
e004575,1,20
e004578,1,20
e004587,1,30
e004588,0,30
e004589,0,20
e004592,1,20
e004596,0,20
e004601,0,40
e004602,0,20
e004606,0,60
e004612,1,20
e004614,1,20
e004617,0,50
e004623,0,20
e004627,0,30
e004629,1,40
e004634,0,30
e004640,0,20
e004644,1,20
e004645,1,20
e004651,0,20
e004653,0,60
e004655,1,30
e004657,1,20
e004658,1,20
e004668,0,30
e004670,1,50
e004673,1,30
e004675,1,50
e004678,0,20
e004681,0,20
e004684,0,30
e004685,0,30
e004687,0,40
e004688,1,20
e004690,0,40
e004695,1,20
e004703,0,30
e004707,0,40
e004708,0,40
e004709,1,20
e004712,1,40
e004716,0,20
e004717,0,30
e004719,1,30
e004720,1,60
e004721,0,20
e004722,0,20
e004724,0,30
e004729,0,20
e004730,1,20
e004733,1,40
e004772,0,50
e004773,0,30
e004774,0,30
e004780,1,20
e004782,0,20
e004784,1,20
e004785,0,30
e004792,1,40
e004799,1,20
e004800,0,20
e004808,1,20
e004815,0,30
e004818,0,60
e004819,0,40
e004821,1,20
e004830,1,20
e004839,1,40
e004843,0,20
e004845,0,30
e004854,0,20
e004855,1,20
e004857,0,30
e004858,0,20
e004859,1,20
e004860,1,20
e004861,0,30
e004864,1,20
e004865,0,20
e004867,0,60
e004868,1,20
e004870,0,50
e004877,1,20
e004878,1,30
e004879,1,20
e004880,1,30
e004881,0,30
e004882,1,30
e004884,0,40
e004885,0,20
e004897,1,20
e004899,0,30
e004905,1,40
e004914,0,30
e004915,1,60
e004917,1,20
e004919,0,60
e004925,1,60
e004927,0,40
e004931,0,40
e004941,0,30
e004944,0,40
e004945,1,20
e004948,1,30
e004952,1,40
e004961,1,30
e004970,0,30
e004975,0,20
e004976,1,40
e004977,0,30
e004979,0,30
e004983,1,40
e004984,1,30
e004987,0,20
e004989,0,20
e004990,1,40
e005011,1,40
e005014,1,30
e005015,0,40
e005021,0,20
e005025,1,30
e005026,0,20
e005028,1,30
e005102,0,30
e005106,1,20
e005110,0,30
e005111,0,30
e005116,1,40
e005127,1,20
e005154,1,20
e005156,0,30
e005157,0,60
e005160,1,30
e005166,0,20
e005167,1,20
e005170,1,40
e005172,1,20
e005175,0,30
e005185,0,20
e005187,1,50
e005189,0,30
e005194,0,40
e005197,1,40
e005201,1,20
e005206,1,20
e005207,1,60
e005212,0,30
e005215,1,20
e005217,0,20
e005219,1,30
e005220,0,60
e005221,0,20
e005223,0,30
e005230,0,20
e005234,0,20
e005235,1,30
e005238,1,20
e005239,0,50
e005240,1,30
e005242,0,20
e005245,0,20
e005247,1,20
e005249,0,20
e005257,0,20
e005258,1,20
e005263,1,30
e005264,0,30
e005271,1,30
e005278,1,20
e005290,0,30
e005293,1,30
e005294,0,40
e005309,0,20
e005311,1,30
e005312,0,50
e005314,0,20
e005317,1,20
e005318,0,50
