course_dt_id,course_id,sequence,place_name,day
2305170001,e_e000364,4,행리단길,2023-05-17
2305170003,e_e000364,6,화성행궁,2023-05-17
2305180001,e_e000364,8,광교호수공원,2023-05-18
2305200002,e_e000366,5,라마다앙코르 바이윈덤 김포한강호텔,2023-05-20
2305200004,e_e000366,3,라마다앙코르 바이윈덤 김포한강호텔,2023-05-20
2305200005,e_e000366,4,현대프리미엄아울렛 김포점,2023-05-20
2305210001,e_e000366,6,현대프리미엄아울렛 김포점,2023-05-21
2306050002,e_e000369,2,옛찻집,2023-06-05
2306050003,e_e000369,3,경복궁,2023-06-05
2306050005,e_e000369,5,열린송현녹지광장,2023-06-05
2306050007,e_e000369,6,쌈지길,2023-06-05
2306060004,e_e000369,11,석파정,2023-06-06
2305270002,e_e000371,7,헤이리 예술마을,2023-05-27
2305270005,e_e000371,9,콩치노콩크리트,2023-05-27
2305270004,e_e000371,6,토향,2023-05-27
2305200002,e_e000373,2,오백년누룽지백숙 본점,2023-05-20
2305200003,e_e000373,3,프로방스 마을,2023-05-20
2306030002,e_e000375,2,나루터,2023-06-03
2306030003,e_e000375,3,실학박물관,2023-06-03
2306040003,e_e000375,12,숲엔커피,2023-06-04
2305290003,e_e000376,2,화성행궁,2023-05-29
2305290005,e_e000376,4,미가,2023-05-29
2305290006,e_e000376,5,화성행궁,2023-05-29
2305210003,e_e000377,2,안산문화예술의전당,2023-05-21
2305210006,e_e000377,5,소담행,2023-05-21
2305280004,e_e000379,3,출판도시 활판인쇄박물관,2023-05-28
2305280002,e_e000379,2,삼고집 파주점,2023-05-28
2305280005,e_e000379,4,파주출판단지근린공원,2023-05-28
2305280006,e_e000379,5,롯데프리미엄아울렛 파주점,2023-05-28
2306040002,e_e000381,4,라온석갈비,2023-06-04
2306050003,e_e000384,7,카페뒤뜰,2023-06-05
2306060001,e_e000384,9,구름산추어탕,2023-06-06
2305210003,e_e000385,3,덕동해수욕장,2023-05-21
2305210002,e_e000385,2,마니산산채,2023-05-21
2305210004,e_e000385,4,분오리돈대,2023-05-21
2305210005,e_e000385,5,카페이림,2023-05-21
2305220001,e_e000385,7,조양방직,2023-05-22
2305220002,e_e000385,8,두부향,2023-05-22
2306040002,e_e000387,4,일미담,2023-06-04
2305210002,e_e000395,6,월미바다열차,2023-05-21
2305200002,e_e000395,4,파크마린호텔,2023-05-20
2305200003,e_e000395,2,파크마린호텔,2023-05-20
2305210003,e_e000395,7,인천 차이나타운,2023-05-21
2305210001,e_e000395,5,월미공원,2023-05-21
2305200004,e_e000396,4,파라다이스시티 원더박스,2023-05-20
2305200005,e_e000396,5,파라다이스시티,2023-05-20
2305200008,e_e000396,8,파라다이스시티,2023-05-20
2305210001,e_e000396,9,바다앞테라스,2023-05-21
2305290001,e_e000397,3,용암리막국수,2023-05-29
2305290001,e_e000401,12,노다지,2023-05-29
2305270003,e_e000401,3,칠성식당 본점,2023-05-27
2305270005,e_e000401,5,수원프리미엄아울렛,2023-05-27
2305280002,e_e000401,8,블룸비스타,2023-05-28
2305280004,e_e000401,10,블룸비스타,2023-05-28
2305270007,e_e000401,6,더휴식 아늑호텔 월곶점,2023-05-27
2305280001,e_e000401,7,정인면옥평양냉면,2023-05-28
2305280003,e_e000401,9,들꽃,2023-05-28
2305290003,e_e000401,13,스타필드 하남,2023-05-29
2305270006,e_e000403,5,슬로우베드,2023-05-27
2305270002,e_e000403,7,쉐르빌 온천 호텔,2023-05-27
2305270004,e_e000403,3,이함캠퍼스,2023-05-27
2305280004,e_e000403,11,정통춘천닭갈비,2023-05-28
2305200006,e_e000406,5,구산오토캠핑장,2023-05-20
2305200002,e_e000406,2,망향비빔국수 본점,2023-05-20
2305200004,e_e000406,4,전곡선사박물관,2023-05-20
2305270002,e_e000407,2,서해랑 제부도 해상케이블카,2023-05-27
2305270005,e_e000407,6,서해랑 제부도 해상케이블카,2023-05-27
2305270006,e_e000407,5,물레방아,2023-05-27
2305230002,e_e000409,2,평택시농업생태원,2023-05-23
2305230003,e_e000409,3,송담칼국수,2023-05-23
2306030010,e_e000412,10,수원화성박물관,2023-06-03
2306030014,e_e000412,14,수원화성박물관,2023-06-03
2306030011,e_e000412,11,호텔국도,2023-06-03
2306030015,e_e000412,15,호텔국도,2023-06-03
2306030009,e_e000412,9,행궁동 벽화마을,2023-06-03
2306040003,e_e000418,5,전곡선사박물관,2023-06-04
2306040004,e_e000418,6,카페그랑블루,2023-06-04
2306040007,e_e000422,7,교보문고 동대문점,2023-06-04
2306050002,e_e000422,10,춘천명동거리,2023-06-05
2306050005,e_e000422,13,포포인츠 바이 쉐라톤 서울 구로,2023-06-05
2306040004,e_e000422,5,포포인츠 바이 쉐라톤 조선 서울 명동,2023-06-04
2306040008,e_e000422,8,포포인츠 바이 쉐라톤 조선 서울 명동,2023-06-04
2306040003,e_e000422,3,남대문시장,2023-06-04
2306040005,e_e000422,4,국립고궁박물관,2023-06-04
2306040006,e_e000422,6,대한민국역사박물관,2023-06-04
2306050004,e_e000422,12,국립중앙박물관,2023-06-05
2305200004,e_e000425,3,조개마을,2023-05-20
2305200003,e_e000425,2,전도갯벌체험장,2023-05-20
2306030002,e_e000429,2,아라김포여객터미널,2023-06-03
2306030003,e_e000429,3,현대프리미엄아울렛 김포점,2023-06-03
2305250001,e_e000430,16,류센소 본점,2023-05-25
2305220003,e_e000430,3,포레스트아웃팅스,2023-05-22
2305220002,e_e000430,2,동탄센트럴파크,2023-05-22
2305230001,e_e000430,6,마이랜드,2023-05-23
2305230002,e_e000430,7,풍미,2023-05-23
2305240002,e_e000430,11,청라호수공원,2023-05-24
2305240005,e_e000430,14,청라호수공원,2023-05-24
2305240006,e_e000430,15,호텔아띠,2023-05-24
2305220003,e_e000432,10,수원화성박물관,2023-05-22
2305220001,e_e000432,8,효원공원 월화원,2023-05-22
2305220002,e_e000432,9,행리단길,2023-05-22
2305150004,e_e000433,4,강화캠핑파크,2023-05-15
2305270002,e_e000435,2,국립과천과학관,2023-05-27
2306040005,e_e000437,4,카페 림,2023-06-04
2306040004,e_e000437,3,선녀바위,2023-06-04
2306040006,e_e000437,5,을왕리해수욕장,2023-06-04
2305270010,e_e000438,10,오근내닭갈비,2023-05-27
2305270006,e_e000438,6,아이러브신당동떡볶이,2023-05-27
2305270004,e_e000438,4,전쟁기념관,2023-05-27
2305270008,e_e000438,8,안녕인사동,2023-05-27
2305280001,e_e000438,12,서대문형무소역사관,2023-05-28
2305280002,e_e000438,13,서울숲,2023-05-28
2305280005,e_e000438,16,광화문광장,2023-05-28
2305290002,e_e000438,19,청계천,2023-05-29
2305290004,e_e000438,21,마로니에공원,2023-05-29
2306030005,e_e000443,5,장봉도,2023-06-03
2306030010,e_e000443,10,나루터식당,2023-06-03
2305200001,e_e000445,5,연지동순두부,2023-05-20
2305200002,e_e000445,6,올리브영 현대프리미엄아울렛스페이스원점,2023-05-20
2305200005,e_e000447,4,오핀 베이커리,2023-05-20
2305200004,e_e000447,3,송추계곡,2023-05-20
2305270008,e_e000448,8,강화솥밥집,2023-05-27
2305270005,e_e000448,5,길목가든,2023-05-27
2305270002,e_e000448,2,김포함상공원,2023-05-27
2305270006,e_e000448,6,옥토끼우주센터,2023-05-27
2305280004,e_e000448,13,인천도시역사관,2023-05-28
2305200003,e_e000450,3,롯데마트_월드타워점,2023-05-20
2305290004,e_e000451,7,이코노미호텔 인천부평점,2023-05-29
2305290002,e_e000451,5,대불호텔전시관,2023-05-29
2305290001,e_e000451,4,짜장면박물관,2023-05-29
2306050001,e_e000453,25,롯데호텔 월드,2023-06-05
2306060006,e_e000453,33,명성회관,2023-06-06
2306040013,e_e000453,22,교보문고 동대문점,2023-06-04
2306050002,e_e000453,26,농민백암순대 본점,2023-06-05
2306040003,e_e000453,13,남산공원(서울),2023-06-04
2306030009,e_e000453,9,만족오향족발 시청,2023-06-03
2306030005,e_e000453,5,소테츠 호텔즈 더 스프라지르 서울 명동,2023-06-03
2306030011,e_e000453,10,소테츠 호텔즈 더 스프라지르 서울 명동,2023-06-03
2306040001,e_e000453,24,소테츠 호텔즈 더 스프라지르 서울 명동,2023-06-04
2306050003,e_e000453,27,소테츠 호텔즈 더 스프라지르 서울 명동,2023-06-05
2306060005,e_e000453,32,덕수궁 돌담길,2023-06-06
2306030004,e_e000453,4,혜성칼국수,2023-06-03
2306030006,e_e000453,6,서울광장,2023-06-03
2306030008,e_e000453,8,청계천,2023-06-03
2306040005,e_e000453,14,경복궁,2023-06-04
2306040008,e_e000453,17,경복궁,2023-06-04
2306040009,e_e000453,18,광화문광장,2023-06-04
2306060001,e_e000453,28,덕수궁,2023-06-06
2306060003,e_e000453,30,한국은행 화폐박물관,2023-06-06
2305200003,e_e000454,3,판문점,2023-05-20
2305160001,e_e000460,8,그랜드 인터컨티넨탈 서울 파르나스,2023-05-16
2305150002,e_e000460,7,그랜드 인터컨티넨탈 서울 파르나스,2023-05-15
2305150006,e_e000460,5,그랜드 인터컨티넨탈 서울 파르나스,2023-05-15
2305150007,e_e000460,6,스타필드 코엑스몰,2023-05-15
2305160003,e_e000460,10,반포한강공원,2023-05-16
2305160004,e_e000460,11,교보문고 강남점,2023-05-16
2306050001,e_e000463,6,가평 잣고을 전통시장,2023-06-05
2306040005,e_e000463,5,가평 사과나무 캠핑장,2023-06-04
2305280003,e_e000466,3,농부의 뜰,2023-05-28
2305280002,e_e000466,2,한국초콜릿연구소뮤지엄,2023-05-28
2305200005,e_e000469,4,백궁펜션,2023-05-20
2305210005,e_e000473,13,롯데마트_월드타워점,2023-05-21
2305200006,e_e000473,6,성수동 카페거리,2023-05-20
2305210004,e_e000473,11,성수동 카페거리,2023-05-21
2305200007,e_e000473,7,뚝섬한강공원,2023-05-20
2305210001,e_e000473,9,성수베이킹스튜디오,2023-05-21
2305210002,e_e000473,10,서울숲,2023-05-21
2305260003,e_e000474,2,참새초밥 부평점,2023-05-26
2305270002,e_e000474,5,동아호텔,2023-05-27
2305270001,e_e000474,4,현대프리미엄아울렛 김포점,2023-05-27
2305280002,e_e000474,6,상화만두,2023-05-28
2305280003,e_e000477,6,에고이스트,2023-05-28
2305270002,e_e000477,2,홈플러스익스프레스 광화문,2023-05-27
2305290002,e_e000477,9,세미원,2023-05-29
2305260003,e_e000479,2,라플러쉬,2023-05-26
2305190004,e_e000480,3,소래산,2023-05-19
2305280003,e_e000481,2,cu한국외국어대학교점,2023-05-28
2305280005,e_e000481,4,코스 롯데월드몰점,2023-05-28
2305190006,e_e000482,6,교보문고 동대문점,2023-05-19
2305190003,e_e000482,3,빅토리아 베이커리 가든,2023-05-19
2305200002,e_e000482,9,더현대 서울,2023-05-20
2305200004,e_e000482,11,더현대 서울,2023-05-20
2305210003,e_e000482,15,여의도공원,2023-05-21
2305270003,e_e000483,3,프리미엄키즈풀빌라,2023-05-27
2305280001,e_e000483,4,프리미엄키즈풀빌라,2023-05-28
2305270002,e_e000483,2,가평양떼목장카페,2023-05-27
2305150002,e_e000486,2,매헌 윤봉길의사 기념관,2023-05-15
2306020004,e_e000490,4,채그로,2023-06-02
2306020002,e_e000490,2,롯데아울렛 서울역점,2023-06-02
2306030002,e_e000490,10,런던베이글뮤지엄,2023-06-03
2306030005,e_e000490,12,오레노라멘 본점,2023-06-03
2306020003,e_e000490,3,문화역 서울 284,2023-06-02
2306030006,e_e000490,13,국립현대미술관 서울,2023-06-03
2306020005,e_e000490,5,진주회관,2023-06-02
2306020006,e_e000490,6,덕수궁,2023-06-02
2306020007,e_e000490,7,서울시립미술관(서소문본관),2023-06-02
2306030007,e_e000490,14,여의도한강공원,2023-06-03
2305270004,e_e000491,4,산정호수가든,2023-05-27
2305270002,e_e000491,2,이마트 의정부,2023-05-27
2305270003,e_e000491,3,땡큐,2023-05-27
2305280001,e_e000491,7,남원추어탕,2023-05-28
2305290004,e_e000492,4,상무초밥 상무본점,2023-05-29
2305290002,e_e000492,2,스카이로드,2023-05-29
2305160003,e_e000496,3,망향비빔국수 본점,2023-05-16
2305160004,e_e000496,5,송도 센트럴파크,2023-05-16
2305160006,e_e000496,6,경원재 앰배서더 인천,2023-05-16
2305160005,e_e000496,4,트리플스트리트,2023-05-16
2305170001,e_e000496,7,금문도,2023-05-17
2305170002,e_e000496,8,조양방직,2023-05-17
2306030004,e_e000500,3,농협하나로마트 부전,2023-06-03
2306040002,e_e000500,7,전곡시장,2023-06-04
2306040001,e_e000500,5,경기북부어린이박물관,2023-06-04
2306030002,e_e000500,4,알멕스랜드,2023-06-03
2306040004,e_e000500,8,알멕스랜드,2023-06-04
2305200004,e_e000504,3,남궁,2023-05-20
2305200003,e_e000504,2,관악산,2023-05-20
2305180003,e_e000505,2,김포함상공원,2023-05-18
2306020002,e_e000506,2,롯데하이마트 금천점,2023-06-02
2306020004,e_e000506,3,노을캠핑장,2023-06-02
2306030007,e_e000506,9,김포함상공원,2023-06-03
2305200004,e_e000507,4,남도분식,2023-05-20
2305200006,e_e000507,6,국제현대미술관,2023-05-20
2305200007,e_e000507,3,광화문광장,2023-05-20
2305200008,e_e000507,7,경복궁,2023-05-20
2305200010,e_e000507,8,한국집,2023-05-20
2305210001,e_e000509,15,아이파크몰의원,2023-05-21
2305190005,e_e000509,5,장군굴보쌈,2023-05-19
2305200002,e_e000509,10,더현대 서울,2023-05-20
2305190006,e_e000509,6,청계천,2023-05-19
2305190007,e_e000509,7,광화문광장,2023-05-19
2305290003,e_e000510,2,화성 융건릉,2023-05-29
2306030003,e_e000514,2,안성팜랜드,2023-06-03
2306050001,e_e000515,7,무진,2023-06-05
2306040001,e_e000515,4,별천계곡,2023-06-04
2306050002,e_e000515,8,식목일,2023-06-05
2306050004,e_e000515,10,광암해수욕장,2023-06-05
2305230006,e_e000521,3,구읍뱃터어시장,2023-05-23
2305230004,e_e000521,4,을왕리해수욕장,2023-05-23
2305230005,e_e000521,5,동해막국수,2023-05-23
2305160003,e_e000524,3,캐리비안베이,2023-05-16
2305250003,e_e000525,2,디원카페,2023-05-25
2305250004,e_e000525,3,도선재,2023-05-25
2305160002,e_e000526,2,동이식당,2023-05-16
2305160003,e_e000526,3,이화여자대학교 박물관,2023-05-16
2305160004,e_e000526,4,고려대학교 서울캠퍼스화정체육관,2023-05-16
2305160008,e_e000526,7,서울큐브 이화,2023-05-16
2305160006,e_e000526,6,여의도한강공원,2023-05-16
2305280001,e_e000531,4,북한강,2023-05-28
2305280002,e_e000531,5,청평자연휴양림,2023-05-28
2306030004,e_e000533,3,마장호수 출렁다리,2023-06-03
2306030005,e_e000533,4,오랑주리,2023-06-03
2305280001,e_e000535,3,대동백화점,2023-05-28
2305280002,e_e000535,4,분더커피바,2023-05-28
2305200001,e_e000536,5,선유도공원,2023-05-20
2305200003,e_e000536,7,현대백화점 목동점,2023-05-20
2305210001,e_e000536,10,타임스퀘어,2023-05-21
2306010002,e_e000540,2,파크마린호텔,2023-06-01
2306010008,e_e000540,5,파크마린호텔,2023-06-01
2305200005,e_e000541,4,화성행궁,2023-05-20
2305210002,e_e000544,3,경기상상캠퍼스,2023-05-21
2305260004,e_e000546,4,홈플러스 동대문,2023-05-26
2306100001,e_e000547,3,아침고요가족동물원,2023-06-10
2305270002,e_e000548,5,최미자소머리국밥,2023-05-27
2305270003,e_e000548,6,카페누마루,2023-05-27
2305260002,e_e000548,3,곤지암리조트,2023-05-26
2305270001,e_e000548,4,화담숲,2023-05-27
2305270004,e_e000548,7,경기도자박물관,2023-05-27
2305270003,e_e000550,3,팔달산,2023-05-27
2305250004,e_e000552,4,다산기념관,2023-05-25
2306060002,e_e000556,2,담원,2023-06-06
2305290003,e_e000557,3,국립중앙박물관,2023-05-29
2305270004,e_e000559,4,동원해물천국,2023-05-27
2305270007,e_e000559,6,밧지름해변,2023-05-27
2305200004,e_e000560,4,금은모래캠핑장,2023-05-20
2305220006,e_e000561,23,현대프리미엄아울렛 송도,2023-05-22
2305200004,e_e000561,4,아트포레스트,2023-05-20
2305200007,e_e000561,7,아트포레스트,2023-05-20
2305200003,e_e000561,3,송도 센트럴파크,2023-05-20
2305220003,e_e000561,20,현대프리미엄아울렛 송도,2023-05-22
2305220004,e_e000561,21,현대프리미엄아울렛 송도,2023-05-22
2305290004,e_e000563,10,런던베이글뮤지엄,2023-05-29
2305280004,e_e000563,4,진옥화할매원조닭한마리,2023-05-28
