user_id,gender,birth
e001458,여,60
e001459,남,30
e001462,여,30
e001464,여,20
e001467,여,30
e001468,여,30
e001470,여,20
e001471,남,30
e001480,여,20
e001481,여,20
e001482,남,20
e001485,여,40
e001489,여,20
e001499,남,20
e001503,남,40
e001510,여,20
e001511,여,20
e001519,여,40
e001521,여,20
e001522,남,30
e001523,남,60
e001525,여,50
e001526,여,40
e001529,여,20
e001530,남,20
e001531,여,30
e001532,여,20
e001534,남,20
e001538,남,40
e001542,남,40
e001544,여,30
e001548,여,30
e001553,여,30
e001554,여,30
e001557,여,30
e001559,남,50
e001563,여,30
e001564,남,40
e001565,남,30
e001568,여,20
e001569,여,40
e001571,남,30
e001576,여,40
e001577,여,20
e001578,남,40
e001579,남,20
e001888,남,30
e001890,남,20
e001891,여,30
e001892,남,30
e001897,여,30
e001899,여,20
e001900,남,60
e001905,여,50
e001909,남,30
e001911,남,40
e001913,남,20
e001914,여,20
e001916,여,40
e001923,여,20
e001924,남,20
e001926,여,20
e001935,남,20
e001936,남,20
e001937,여,30
e001940,여,20
e001944,남,60
e001946,남,40
e001949,여,20
e001950,남,20
e001954,여,50
e001955,여,50
e001968,여,30
e001972,남,20
e001976,남,30
e001982,여,40
e001987,여,20
e001989,여,20
e001990,여,20
e001993,여,30
e001996,남,50
e001997,여,20
e002011,여,30
e002013,여,30
e002014,여,30
e002018,여,30
e002024,남,40
e002025,남,60
e002030,남,30
e002033,여,20
e002034,여,30
e002035,남,60
e002036,여,40
e002038,여,50
e002041,남,30
e002043,남,20
e002045,남,30
e002049,남,20
e002051,남,20
e002053,여,20
e002056,여,30
e002058,남,60
e002059,남,40
e002064,남,20
e002066,여,30
e002069,여,30
e002070,여,20
e002071,여,20
e002074,여,40
e002076,남,40
e002077,남,60
e002079,남,20
e002081,남,30
e002082,여,20
e002084,남,20
e002089,여,40
e002091,남,30
e002092,여,20
e002093,여,20
e002094,여,30
e002097,남,20
e002099,남,20
e002106,남,30
e002108,남,30
e002110,남,30
e002121,남,30
e002126,남,40
e002129,여,40
e002130,남,20
e002131,남,60
e002132,여,30
e002135,여,40
e002136,여,30
e002141,남,40
e002143,여,30
e002145,남,30
e002148,여,40
e002152,여,20
e002153,남,50
e002154,여,20
e002155,여,40
e002157,여,30
e002158,여,20
e002159,여,30
e002160,남,30
e002161,남,30
e002163,여,60
e002168,남,30
e002169,남,30
e002171,남,30
e002176,여,40
e002178,남,30
e002182,여,30
e002183,여,30
e002184,남,30
e002186,여,40
e002187,여,20
e002189,여,60
e002195,여,20
e002197,여,20
e002198,여,20
e002202,남,30
e002204,여,30
e002206,여,30
e002209,여,30
e002212,여,20
e002213,여,20
e002214,여,20
e002215,남,40
e002220,여,30
e002222,남,40
e002223,여,20
e002231,남,20
e002233,남,20
e002234,여,40
e002235,남,30
e002236,남,20
e002243,여,30
e002246,남,30
e002248,여,30
e002250,여,20
e002251,남,20
e002253,여,40
e002254,여,30
e002255,여,40
e002259,남,60
e002260,여,20
e002261,여,20
e002263,여,60
e002264,여,30
e002266,여,30
e002272,여,30
e002274,여,40
e002279,여,30
e002280,남,40
e002283,남,20
e002284,남,20
e002288,여,20
e002289,여,20
e002291,여,20
e002294,여,50
e002295,남,20
e002299,여,50
e002304,여,40
e002306,여,40
e002308,여,20
e002310,여,60
e002313,여,30
e002314,남,30
e002316,여,30
e002318,남,30
e002323,여,20
e002330,남,30
e002332,여,30
e002336,여,30
e002340,여,20
e002342,여,50
e002351,남,20
e002364,남,40
e002368,여,30
e002369,여,20
e002375,남,30
e002376,남,20
e002389,여,60
e002391,여,30
e002392,여,20
e002394,여,40
e002396,남,40
e002399,남,60
e002401,여,60
e002402,남,30
e002405,남,50
e002409,여,50
e002410,남,60
e002411,남,30
e002412,여,30
e002414,남,20
e002415,남,20
e002421,남,30
e002422,여,20
e002423,남,20
e002424,남,30
e002425,여,30
e002430,남,20
e002433,남,30
e002435,남,50
e002437,남,30
e002438,여,30
e002439,여,50
e002442,여,20
e002444,여,30
e002447,여,30
e002448,여,30
e002451,여,50
e002456,여,20
e002458,남,40
e002462,남,30
e002465,남,30
e002466,여,30
e002467,여,30
e002468,여,20
e002470,여,20
e002471,여,30
e002473,남,30
e002474,여,20
e002476,남,40
e002477,여,40
e002479,여,30
e002481,남,30
e002483,여,30
e002486,여,40
e002487,여,30
e002491,남,20
e002495,남,40
e002496,여,50
e002499,남,30
e002506,남,30
e002507,여,40
e002508,여,20
e002509,여,30
e002511,여,30
e002513,여,40
e002514,남,20
e002527,여,30
e002536,여,20
e002541,남,30
e002543,남,40
e002545,여,30
e002548,여,30
e002550,여,20
e002551,여,20
e002555,여,20
e002556,남,30
e002557,남,60
e002558,여,40
e002562,여,30
e002565,여,30
e002566,남,20
e002569,여,20
e002570,남,50
e002572,여,40
e002574,여,20
e002576,여,60
e002577,남,30
e002579,남,30
e002582,여,60
e002583,남,30
e002584,남,30
e002588,여,30
e002589,여,60
e002590,남,30
e002593,여,50
e002597,여,30
e002599,남,30
e002600,남,20
e002605,여,30
e002606,여,30
e002607,여,20
e002610,남,30
e002612,여,20
e002614,남,30
e002618,여,30
e002622,남,30
e002624,여,20
e002625,여,30
e002627,남,40
e002633,남,30
e002634,여,30
e002635,여,30
e002638,남,20
e002639,여,30
e002641,남,20
e002642,남,20
e002649,여,40
e002650,남,60
e002657,여,30
e002661,여,30
e002662,남,20
e002667,여,40
e002673,여,40
e002675,여,40
e002677,남,30
e002680,여,20
e002681,남,20
e002682,남,20
e002683,여,30
e002684,여,60
e002686,남,30
e002687,여,40
e002688,남,50
e002693,남,20
e002695,여,50
e002696,여,40
e002697,여,40
e002699,남,30
e002703,남,50
e002705,남,30
e002719,남,30
e002721,남,50
e002723,남,30
e002728,여,30
e002731,여,30
e002734,여,20
e002736,여,50
e002737,남,50
e002739,여,20
e002740,여,30
e002742,여,30
e002745,여,30
e002746,여,20
e002747,여,30
e002752,남,30
e002753,여,20
e002754,남,20
e002755,남,50
e002756,남,20
e002759,여,50
e002760,남,30
e002761,여,40
e002763,남,20
e002764,남,30
e002767,여,20
e002770,여,30
e002772,여,50
e002773,여,60
e002775,여,40
e002782,여,30
e002784,여,20
e002786,여,30
e002791,여,20
e002793,남,40
e002795,여,20
e002796,남,50
e002797,남,20
e002800,여,60
e002806,여,30
e002807,여,50
e002812,남,30
e002914,남,50
e002915,여,20
e002916,여,30
e002919,여,30
e002922,남,30
e002923,여,40
e002925,남,60
e002926,남,40
e002928,여,30
e002929,여,40
e002930,남,20
e002931,남,50
e002932,여,60
e002935,여,30
e002937,여,20
e002938,여,20
e002939,여,30
e002940,여,30
e002941,여,30
e002946,남,50
e002947,여,30
e002948,여,20
e002949,여,40
e002954,여,50
e002955,남,30
e002957,남,40
e002958,여,30
e002961,여,30
e002965,남,30
e002966,여,40
e002971,남,30
e002972,여,30
e002973,여,60
e002976,여,30
e002980,남,20
e002981,여,60
e002983,남,30
e002984,여,20
e002985,남,40
e002986,남,20
e002987,여,30
e002988,여,30
e002990,여,20
e002991,여,40
e002994,남,40
e002995,여,20
e003000,여,20
e003001,여,30
e003002,남,30
e003003,남,60
e003004,남,30
e003005,남,60
e003006,남,30
e003012,여,40
e003017,남,30
e003019,남,30
e003020,남,20
e003022,여,30
e003023,남,40
e003025,남,60
e003026,남,40
e003028,남,40
e003033,남,30
e003034,남,20
e003039,여,30
e003040,남,40
e003045,여,30
e003046,여,30
e003047,남,60
e003048,여,50
e003051,남,60
e003053,남,20
e003056,여,20
e003062,남,30
e003065,여,50
e003066,여,40
e003068,남,40
e003071,남,20
e003073,여,20
e003075,여,20
e003079,여,30
e003080,남,30
e003083,여,40
e003086,여,20
e003091,여,50
e003093,남,40
e003095,남,30
e003097,남,20
e003102,남,30
e003103,여,30
e003107,남,50
e003109,남,40
e003115,여,30
e003116,여,20
e003120,여,30
e003126,여,20
e003133,남,40
e003136,여,40
e003137,여,20
e003138,남,40
e003143,여,20
e003150,여,30
e003156,여,40
e003158,여,20
e003159,남,40
e003162,여,30
e003166,여,20
e003168,여,40
e003169,남,50
e003172,여,30
e003175,여,30
e003180,남,30
e003183,여,40
e003184,여,20
e003190,남,20
e003192,여,30
e003194,여,40
e003195,여,20
e003196,여,20
e003198,남,20
e003199,여,30
e003202,남,20
e003204,남,20
e003205,여,20
e003206,여,30
e003210,여,20
e003212,여,30
e003215,남,30
e003216,여,20
e003217,남,20
e003222,여,20
e003223,여,30
e003224,남,20
e003226,여,60
e003227,남,30
e003230,여,30
e003231,여,30
e003234,여,30
e003235,여,30
e003237,여,30
e003241,남,30
e003244,여,50
e003245,남,20
e003251,남,20
e003254,여,40
e003256,남,50
e003258,남,30
e003259,여,20
e003262,여,20
e003263,여,60
e003267,남,40
e003269,여,40
e003271,여,40
e003272,남,30
e003275,남,60
e003276,여,60
e003278,여,40
e003279,남,20
e003280,여,20
e003282,여,20
e003283,남,20
e003284,여,30
e003285,여,20
e003288,여,20
e003289,남,20
e003291,여,20
e003293,남,40
e003294,남,20
e003296,여,30
e003297,남,20
e003298,여,30
e003300,여,20
e003303,여,20
e003307,남,50
e003308,여,30
e003310,남,30
e003311,남,30
e003313,남,40
e003314,남,30
e003323,남,20
e003324,여,40
e003326,여,30
e003328,여,30
e003329,남,60
e003330,여,30
e003331,여,60
e003332,남,30
e003334,남,30
e003335,여,20
e003336,여,20
e003337,여,30
e003341,여,20
e003342,여,20
e003348,남,30
e003349,여,20
e003356,남,30
e003357,남,20
e003360,남,20
e003364,여,20
e003369,남,40
e003371,남,30
e003378,여,60
e003380,남,20
e003381,여,30
e003383,여,20
e003385,여,20
e003386,여,20
e003388,남,20
e003394,여,30
e003395,여,20
e003397,남,40
e003399,여,50
e003400,여,20
e003402,여,20
e003403,여,50
e003407,남,30
e003408,남,20
e003409,여,30
e003411,여,30
e003412,남,60
e003413,여,30
e003415,남,40
e003416,여,20
e003417,남,20
e003419,여,20
e003431,여,20
e003433,남,30
e003434,여,40
e003435,여,30
e003438,여,20
e003439,여,20
e003440,여,60
e003442,여,40
e003448,여,20
e003449,여,60
e003450,여,50
e003457,남,30
e003459,여,20
e003460,여,30
e003461,여,20
e003463,남,30
e003465,여,20
e003467,여,60
e003468,남,20
e003469,여,20
e003470,여,20
e003471,남,20
e003472,여,20
e003475,남,30
e003477,여,30
e003482,남,20
e003483,여,20
e003485,여,30
e003486,여,30
e003488,여,30
e003489,여,40
e003494,여,40
e003495,여,60
e003496,여,40
e003497,여,40
e003499,남,40
e003502,여,30
e003506,남,30
e003507,여,50
e003514,여,20
e003515,남,30
e003518,남,20
e003520,남,30
e003521,남,20
e003522,남,40
e003527,여,20
e003530,여,30
e003535,남,20
e003540,여,40
e003547,여,20
e003549,여,50
e003555,여,20
e003561,여,20
e003564,여,30
e003569,여,50
e003570,여,20
e003572,남,20
e003574,여,30
e003576,여,20
e003580,여,40
e003582,여,50
e003589,여,40
e003591,여,20
e003593,여,20
e003595,여,30
e003596,남,40
e003597,여,50
e003600,남,50
e003602,여,30
e003603,남,20
e003606,여,20
e003607,여,20
e003609,남,20
e003611,여,20
e003614,남,30
e003615,여,30
e003617,여,30
e003618,여,30
e003620,여,40
e003624,여,40
e003627,남,40
e003628,여,20
e003630,남,20
e003632,남,20
e003638,여,20
e003640,여,20
e003643,여,20
e003646,여,20
e003648,남,30
e003654,여,40
e003657,여,20
e003663,여,60
e003664,남,20
e003669,여,20
e003673,남,20
e003675,남,30
e003677,남,60
e003678,여,60
e003679,남,30
e003682,여,20
e003684,여,20
e003685,여,50
e003686,여,40
e003693,여,20
e003698,여,40
e003699,여,20
e003700,남,20
e003701,남,20
e003702,남,30
e003704,여,60
e003707,남,20
e003716,여,20
e003717,여,30
e003720,여,20
e003721,여,30
e003722,여,20
e003724,여,20
e003725,여,20
e003726,남,40
e003727,여,30
e003728,여,30
e003729,여,20
e003737,남,20
e003739,남,30
e003741,여,20
e003742,여,30
e003744,여,20
e003748,남,20
e003749,남,40
e003753,여,30
e003758,여,20
e003759,여,20
e003761,남,20
e003765,남,20
e003767,남,30
e003770,남,30
e003773,남,30
e003775,여,30
e003777,여,30
e003779,여,20
e003781,남,20
e003783,여,30
e003785,여,20
e003791,여,20
e003792,남,50
e003795,여,20
e003797,여,20
e003799,남,30
e003800,여,20
e003803,남,60
e003805,여,30
e003807,남,30
e003808,남,30
e003809,여,30
e003810,여,30
e003812,여,30
e003817,여,60
e003819,여,20
e003821,여,30
e003826,남,40
e003830,남,30
e003833,여,30
e003834,남,30
e003835,남,30
e003840,여,20
e003841,남,40
e003842,남,60
e003843,여,40
e003844,여,60
e003845,남,20
e003846,남,50
e003848,여,20
e003850,남,30
e003851,여,50
e003853,여,20
e003855,여,20
e003856,여,30
e003857,남,30
e003858,여,20
e003866,여,40
e003867,여,20
e003868,남,40
e003870,남,60
e003879,여,20
e003882,여,20
e003885,여,20
e003886,여,40
e003887,남,30
e003890,여,20
e003891,여,30
e003892,남,20
e003894,여,20
e003896,여,40
e003898,여,30
e003900,여,20
e003905,남,30
e003906,여,20
e003909,남,30
e003915,남,20
e003928,여,20
e003929,여,40
e003933,남,30
e003935,남,30
e003937,여,40
e003945,여,20
e003949,여,40
e003954,여,30
e003958,남,20
e003962,남,30
e003963,여,60
e003964,여,20
e003965,남,20
e003967,남,20
e003968,여,20
e003971,남,60
e003975,남,60
e003976,여,40
e003978,남,50
e003980,여,20
e003985,여,40
e003992,여,30
e003996,남,30
e003997,여,30
e003998,여,40
e003999,남,30
e004005,여,20
e004010,남,30
e004013,남,20
e004017,여,20
e004020,여,30
e004025,여,50
e004027,남,50
e004033,여,20
e004034,여,30
e004037,여,20
e004042,남,30
e004044,남,20
e004048,남,60
e004050,여,30
e004051,남,60
e004053,여,30
e004057,여,40
e004058,여,30
e004062,남,20
e004065,남,40
e004066,여,20
e004071,여,20
e004072,남,20
e004073,남,20
e004074,여,20
e004076,여,60
e004084,여,20
e004087,여,60
e004090,남,20
e004100,남,30
e004101,남,40
e004105,남,20
e004107,남,40
e004114,남,60
e004116,여,30
e004122,여,30
e004130,여,40
e004132,여,60
e004135,남,30
e004141,남,20
e004142,남,30
e004146,여,20
e004148,남,20
e004149,여,20
e004151,여,20
e004152,여,50
e004154,여,20
e004162,남,20
e004165,여,20
e004166,남,20
e004168,여,20
e004172,여,30
e004173,남,20
e004174,남,20
e004184,여,20
e004186,여,40
e004187,여,30
e004190,여,40
e004194,남,20
e004195,여,50
e004200,여,30
e004205,여,20
e004207,여,40
e004214,남,50
e004219,여,30
e004220,남,20
e004222,여,30
e004225,남,40
e004228,남,30
e004230,여,30
e004234,남,40
e004237,남,40
e004238,여,30
e004239,남,50
e004240,여,20
e004241,여,50
e004243,남,30
e004244,남,30
e004245,남,30
e004247,여,20
e004251,여,20
e004254,남,20
e004256,여,60
e004260,여,20
e004268,남,30
e004281,여,20
e004288,여,50
e004291,남,20
e004294,남,30
e004295,여,20
e004300,남,20
e004304,남,20
e004309,여,60
e004310,남,40
e004313,여,20
e004315,남,20
e004317,남,30
e004321,남,20
e004324,남,30
e004326,남,20
e004331,남,40
e004333,남,60
e004334,남,40
e004335,여,30
e004336,남,30
e004338,여,30
e004340,여,20
e004341,남,20
e004342,남,20
e004344,여,30
e004349,여,20
e004354,여,30
e004357,남,30
e004360,남,30
e004369,여,20
e004371,남,40
e004372,남,20
e004373,여,20
e004380,여,30
e004381,여,20
e004384,여,40
e004390,남,50
e004391,남,40
e004392,남,20
e004393,여,20
e004395,여,30
e004396,남,40
e004398,남,20
e004402,여,40
e004409,남,20
e004415,남,20
e004416,남,20
e004417,여,20
e004421,남,30
e004422,여,60
e004423,남,60
e004429,남,40
e004432,여,40
e004434,여,20
e004439,여,20
e004443,여,20
e004446,여,40
e004447,여,60
e004448,남,20
e004449,여,60
e004451,여,40
e004455,남,20
e004457,여,20
e004459,여,20
e004463,여,20
e004464,여,30
e004466,여,20
e004468,여,30
e004472,여,30
e004473,여,20
e004479,여,20
e004482,여,40
e004485,여,60
e004486,남,40
e004488,남,20
e004489,여,20
e004499,여,40
e004502,여,30
e004503,여,60
e004504,남,30
e004505,여,30
e004506,여,20
e004510,여,30
e004511,여,20
e004515,남,20
e004520,여,40
e004525,남,40
e004533,여,20
e004547,남,30
e004548,남,30
e004549,여,40
e004551,여,30
e004552,여,20
e004557,남,20
e004561,여,30
e004563,남,20
e004565,남,40
e004567,남,60
e004573,남,20
e004575,여,20
e004578,여,20
e004587,여,30
e004588,남,30
e004589,남,20
e004592,여,20
e004596,남,20
e004601,남,40
e004602,남,20
e004606,남,60
e004612,여,20
e004614,여,20
e004617,남,50
e004623,남,20
e004627,남,30
e004629,여,40
e004634,남,30
e004640,남,20
e004644,여,20
e004645,여,20
e004651,남,20
e004653,남,60
e004655,여,30
e004657,여,20
e004658,여,20
e004668,남,30
e004670,여,50
e004673,여,30
e004675,여,50
e004678,남,20
e004681,남,20
e004684,남,30
e004685,남,30
e004687,남,40
e004688,여,20
e004690,남,40
e004695,여,20
e004703,남,30
e004707,남,40
e004708,남,40
e004709,여,20
e004712,여,40
e004716,남,20
e004717,남,30
e004719,여,30
e004720,여,60
e004721,남,20
e004722,남,20
e004724,남,30
e004729,남,20
e004730,여,20
e004733,여,40
e004772,남,50
e004773,남,30
e004774,남,30
e004780,여,20
e004782,남,20
e004784,여,20
e004785,남,30
e004792,여,40
e004799,여,20
e004800,남,20
e004808,여,20
e004815,남,30
e004818,남,60
e004819,남,40
e004821,여,20
e004830,여,20
e004839,여,40
e004843,남,20
e004845,남,30
e004854,남,20
e004855,여,20
e004857,남,30
e004858,남,20
e004859,여,20
e004860,여,20
e004861,남,30
e004864,여,20
e004865,남,20
e004867,남,60
e004868,여,20
e004870,남,50
e004877,여,20
e004878,여,30
e004879,여,20
e004880,여,30
e004881,남,30
e004882,여,30
e004884,남,40
e004885,남,20
e004897,여,20
e004899,남,30
e004905,여,40
e004914,남,30
e004915,여,60
e004917,여,20
e004919,남,60
e004925,여,60
e004927,남,40
e004931,남,40
e004941,남,30
e004944,남,40
e004945,여,20
e004948,여,30
e004952,여,40
e004961,여,30
e004970,남,30
e004975,남,20
e004976,여,40
e004977,남,30
e004979,남,30
e004983,여,40
e004984,여,30
e004987,남,20
e004989,남,20
e004990,여,40
e005011,여,40
e005014,여,30
e005015,남,40
e005021,남,20
e005025,여,30
e005026,남,20
e005028,여,30
e005102,남,30
e005106,여,20
e005110,남,30
e005111,남,30
e005116,여,40
e005127,여,20
e005154,여,20
e005156,남,30
e005157,남,60
e005160,여,30
e005166,남,20
e005167,여,20
e005170,여,40
e005172,여,20
e005175,남,30
e005185,남,20
e005187,여,50
e005189,남,30
e005194,남,40
e005197,여,40
e005201,여,20
e005206,여,20
e005207,여,60
e005212,남,30
e005215,여,20
e005217,남,20
e005219,여,30
e005220,남,60
e005221,남,20
e005223,남,30
e005230,남,20
e005234,남,20
e005235,여,30
e005238,여,20
e005239,남,50
e005240,여,30
e005242,남,20
e005245,남,20
e005247,여,20
e005249,남,20
e005257,남,20
e005258,여,20
e005263,여,30
e005264,남,30
e005271,여,30
e005278,여,20
e005290,남,30
e005293,여,30
e005294,남,40
e005309,남,20
e005311,여,30
e005312,남,50
e005314,남,20
e005317,여,20
e005318,남,50
